34.7873023613, 164.594765793
-5.37866402611, 31.4357757411
15.1236912534, 3.75469286272
9.48453700184, 43.9931521006
47.8877275288, 425.834993032
-8.2847210256, 142.540291387
64.4916785128, 607.543400843
61.4609029017, 598.903195445
4.22863013012, 39.8893780111
48.6378195529, 410.002868792
9.2566277041, -98.3462727747
-1.99570856907, 30.6810546488
22.5238579851, 5.59432555017
39.9740946632, 196.108729896
54.470703919, 520.901549593
-1.17460021059, -87.3912782428
52.3021899695, 372.366084529
67.4676510564, 716.605897348
38.8525797423, 228.591852984
18.3979963771, 67.1703130384
-5.72008556072, -74.1728886384
25.3084730809, 45.7804000048
41.2890942038, 166.625005892
38.5651526697, 276.451491284
1.03493432948, 6.18649585827
57.6375008168, 515.422244926
32.5106627831, 251.202488559
4.86339778817, -23.0148487536
16.0991492158, -1.06200182718
33.1954088577, 201.809342323
15.3849673307, 36.4731198005
58.8780943088, 582.222510531
43.7081600199, 275.304541525
41.4601209287, 194.383895185
35.6608597539, 209.361556017
61.7842101077, 654.243242407
17.728752012, 57.0577819906
-2.89145147429, 43.4893411842
19.6132041849, -12.4033614585
12.266070164, -43.5248038269
-3.73448841431, 24.2270082381
60.3193564211, 579.652096298
57.0461828568, 428.008819019
-9.54540029211, -36.3079707389
37.3121699363, 183.846012154
47.9174589375, 324.596556468
55.5814439708, 437.743053229
16.6726222133, -4.49705687098
48.3947036649, 400.462055319
8.02227171934, 6.51106075122
28.268030498, 0.41973621694
5.44513761283, 49.1999740017
26.6623676629, 79.2604468628
29.2564722638, 107.091734491
45.2035807973, 269.408399816
53.9188778162, 446.343716231
20.4506909859, 8.16703322659
66.9548674625, 750.440787515
-7.00838384993, 32.365246419
4.02827407798, -36.0446851912
49.7678177441, 338.530172085
7.13513687845, 5.1216671863
30.6602315512, 75.5613471451
31.0605666402, 173.34668038
22.1327082958, 166.784891093
53.1287851531, 409.736179482
19.7326828113, 44.3373551626
-8.66841349587, 157.524759098
26.4002099883, 47.1242022377
0.433026189954, 68.6959493561
50.4982711004, 295.186286613
64.3147537788, 627.977556416
68.2019911823, 576.337115486
44.8422247384, 211.81065621
30.6491281086, 36.5982412401
2.20303737381, 19.257545661
67.620600663, 745.711836302
25.1950132792, 43.1113379152
63.9890724575, 658.616950673
7.92019511421, -101.241336965
